ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,TotalSpent,TotalPurchases,AvgPurchaseValue,Age,CustomerTenure,HasKids,WebVisitToPurchaseRatio,PremiumProductRatio,CampaignScore,Cluster,Segment
2807,1969,Graduation,Married,56796.0,0,1,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,1001,27,37.074074074074076,45,683,1,0.875,0.8161838161838162,0,2,Medium Engagement
6471,1971,Master,Single,36230.0,1,0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,59,7,8.428571428571429,43,440,1,2.5,0.7457627118644068,0,0,High Engagement
6131,1980,2n Cycle,Married,70829.0,1,1,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,431,16,26.9375,34,395,1,0.75,0.5730858468677494,0,2,Medium Engagement
6233,1976,Graduation,Married,65991.0,0,1,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,971,27,35.96296296296296,38,845,1,0.7777777777777778,0.8970133882595263,0,2,Medium Engagement
4148,1972,Graduation,Married,38988.0,1,2,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,348,19,18.31578947368421,42,863,1,1.6,0.7672413793103449,0,2,Medium Engagement
4947,1966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,2059,24,85.79166666666667,48,837,0,0.5714285714285714,0.7673627974745022,2,1,Low Engagement
3225,1984,Master,Married,42207.0,1,0,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,265,14,18.928571428571427,30,639,1,1.5,0.7094339622641509,1,0,High Engagement
7540,1952,Graduation,Married,50300.0,0,1,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,270,13,20.76923076923077,62,220,1,1.0,0.7518518518518519,0,2,Medium Engagement
10648,1982,2n Cycle,Together,66664.0,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,1289,19,67.84210526315789,32,827,0,0.6,0.6555469356089992,0,2,Medium Engagement
1992,1964,Graduation,Married,60597.0,0,1,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,893,16,55.8125,50,364,1,3.5,0.8723404255319149,1,2,Medium Engagement
7851,1949,Graduation,Widow,70165.0,0,0,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,926,22,42.09090909090909,65,465,0,0.3333333333333333,0.4470842332613391,0,2,Medium Engagement
8594,1958,PhD,Widow,50520.0,0,1,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,135,9,15.0,56,337,1,2.0,0.8740740740740741,0,0,High Engagement
7059,1963,Graduation,Married,80124.0,0,0,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,1495,19,78.6842105263158,51,188,0,0.3333333333333333,0.5892976588628762,1,1,Low Engagement
2815,1975,Graduation,Married,33183.0,1,0,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,120,9,13.333333333333334,39,310,1,1.75,0.38333333333333336,0,0,High Engagement
2416,1969,PhD,Single,66582.0,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,1288,20,64.4,45,303,0,0.5,0.9386645962732919,0,2,Medium Engagement
7999,1955,PhD,Together,75261.0,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,1743,17,102.52941176470588,59,617,0,0.4,0.9477911646586346,2,1,Low Engagement
9213,1970,Graduation,Widow,31880.0,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,15,4,3.75,44,791,1,8.0,0.6,0,0,High Engagement
9697,1951,Graduation,Married,53790.0,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,542,20,27.1,63,300,1,0.8571428571428571,0.8523985239852399,0,2,Medium Engagement
3916,1971,PhD,Together,49269.0,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,890,25,35.6,43,868,1,1.0,0.9044943820224719,0,2,Medium Engagement
2021,1975,Graduation,Married,61456.0,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1388,33,42.06060606060606,39,644,1,0.6666666666666666,0.6822766570605188,0,2,Medium Engagement
1581,1980,Graduation,Married,37406.0,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,17,4,4.25,34,447,1,8.0,0.5882352941176471,0,0,High Engagement
564,1981,PhD,Together,56937.0,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,906,30,30.2,33,879,1,0.75,0.9613686534216336,1,2,Medium Engagement
6619,1978,Graduation,Married,38415.0,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,44,6,7.333333333333333,36,728,1,7.0,0.7954545454545454,0,0,High Engagement
9081,1988,Graduation,Single,20518.0,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,25,5,5.0,26,227,1,5.0,0.4,0,0,High Engagement
178,1956,Graduation,Married,62503.0,0,1,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,973,26,37.42307692307692,58,681,1,0.625,0.6896197327852004,0,2,Medium Engagement
916,1972,PhD,Single,41644.0,1,1,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,31,6,5.166666666666667,42,236,1,3.0,0.7741935483870968,0,0,High Engagement
5512,1977,Master,Married,55842.0,0,1,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,518,17,30.470588235294116,37,222,1,0.7142857142857143,0.9459459459459459,0,2,Medium Engagement
8970,1972,PhD,Married,62010.0,0,1,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,530,19,27.894736842105264,42,799,1,0.8333333333333334,0.7735849056603774,0,2,Medium Engagement
10581,1977,Graduation,Married,41124.0,1,0,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,506,21,24.095238095238095,37,791,1,1.1428571428571428,0.7213438735177866,0,2,Medium Engagement
5300,1973,Master,Married,38961.0,1,0,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,70,6,11.666666666666666,41,366,1,3.5,0.5428571428571428,0,0,High Engagement
5154,1972,Master,Divorced,37760.0,1,0,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,6,9.0,42,507,1,3.0,0.7222222222222222,0,0,High Engagement
8346,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,296,12,24.666666666666668,40,864,1,1.5,0.5844594594594594,1,0,High Engagement
1676,1975,Graduation,Married,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,266,15,17.733333333333334,39,427,1,1.25,0.9661654135338346,0,2,Medium Engagement
9286,1960,Master,Together,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,747,19,39.31578947368421,54,812,0,0.6,0.678714859437751,0,2,Medium Engagement
2426,1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,895,29,30.862068965517242,50,838,0,0.6,0.6670391061452514,0,2,Medium Engagement
5172,1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,1053,17,61.94117647058823,38,412,1,2.3333333333333335,0.9211775878442545,0,2,Medium Engagement
5562,1974,Graduation,Married,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,735,21,35.0,40,553,1,0.8571428571428571,0.8312925170068027,0,2,Medium Engagement
3436,1969,Graduation,Married,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,20,5,4.0,45,339,1,7.0,0.8,0,0,High Engagement
3921,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,205,10,20.5,62,794,0,2.0,0.6439024390243903,0,0,High Engagement
3403,1958,PhD,Together,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,2092,21,99.61904761904762,56,828,1,3.0,0.8432122370936902,0,2,Medium Engagement
22,1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,309,14,22.071428571428573,38,758,1,1.3333333333333333,0.883495145631068,0,2,Medium Engagement
10965,1955,Graduation,Together,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,1722,22,78.27272727272727,59,677,0,2.0,0.7967479674796748,1,1,Low Engagement
9426,1964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,900,15,60.0,50,718,1,4.0,0.8444444444444444,0,2,Medium Engagement
6605,1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,682,20,34.1,70,399,0,0.7777777777777778,0.9310850439882697,1,2,Medium Engagement
3136,1962,Master,Divorced,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,663,22,30.136363636363637,52,627,1,1.0,0.8778280542986425,0,2,Medium Engagement
8737,1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,43,6,7.166666666666667,36,270,1,1.5,0.8837209302325582,0,0,High Engagement
11088,1971,PhD,Together,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1816,18,100.88888888888889,43,619,1,1.5,0.9460352422907489,0,2,Medium Engagement
716,1949,PhD,Together,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,976,27,36.148148148148145,65,223,1,0.5,0.9067622950819673,0,2,Medium Engagement
466,1944,Graduation,Married,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,746,21,35.523809523809526,70,637,0,0.5,0.8123324396782842,0,2,Medium Engagement
9135,1950,Graduation,Together,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,64,6,10.666666666666666,64,877,1,8.0,0.53125,0,0,High Engagement
10623,1961,Master,Together,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,32,5,6.4,53,411,1,5.0,1.0,0,0,High Engagement
8151,1990,Basic,Married,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,263,9,29.22222222222222,24,732,0,2.0,0.14068441064638784,0,0,High Engagement
5140,1985,PhD,Married,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1445,21,68.80952380952381,29,859,1,2.0,0.8214532871972319,0,2,Medium Engagement
10160,1956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,5,9.2,58,558,1,5.0,0.8260869565217391,0,0,High Engagement
4945,1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,1210,28,43.214285714285715,61,784,0,0.6,0.8710743801652893,0,2,Medium Engagement
10584,1976,Graduation,Married,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,945,24,39.375,38,394,1,0.6,0.6476190476190476,0,2,Medium Engagement
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,1157,22,52.59090909090909,25,530,0,0.3333333333333333,0.7061365600691444,0,2,Medium Engagement
3386,1992,Graduation,Married,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,137,8,17.125,22,558,0,3.5,0.7299270072992701,0,0,High Engagement
8939,1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,730,25,29.2,55,745,1,1.0,0.6123287671232877,0,2,Medium Engagement
9925,1981,PhD,Together,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,216,12,18.0,33,585,1,1.75,0.8472222222222222,1,0,High Engagement
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,943,23,41.0,35,643,1,0.5,0.662778366914104,0,2,Medium Engagement
5389,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,347,16,21.6875,50,437,1,1.1666666666666667,0.8818443804034583,1,2,Medium Engagement
6036,1959,Master,Together,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,1924,19,101.26315789473684,55,289,0,0.2,0.8191268191268192,1,1,Low Engagement
182,1946,PhD,Together,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,397,17,23.352941176470587,68,599,1,1.3333333333333333,0.853904282115869,0,2,Medium Engagement
203,1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,2089,22,94.95454545454545,39,626,0,0.4,0.910004786979416,0,2,Medium Engagement
11025,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,138,11,12.545454545454545,53,696,1,2.6666666666666665,0.8043478260869565,0,0,High Engagement
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,5,8.4,24,549,1,7.0,0.47619047619047616,0,0,High Engagement
4607,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,777,17,45.705882352941174,55,495,0,0.5,0.7927927927927928,0,2,Medium Engagement
3711,1944,Master,Married,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,1902,20,95.1,70,305,0,0.5,0.8964248159831756,2,1,Low Engagement
3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,7,7.428571428571429,49,338,1,3.5,0.75,0,0,High Engagement
2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,1651,13,127.0,27,305,0,2.5,0.807389460932768,1,1,Low Engagement
9214,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,358,13,27.53846153846154,23,502,0,1.0,0.6787709497206704,0,0,High Engagement
4943,1953,Graduation,Married,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,1727,16,107.9375,61,822,0,3.0,0.9235668789808917,2,1,Low Engagement
35,1987,Graduation,Married,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,210,10,21.0,27,844,1,3.0,0.45714285714285713,0,0,High Engagement
2258,1986,Graduation,Married,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,5,8.4,28,757,1,8.0,0.5476190476190477,0,0,High Engagement
4322,1958,PhD,Together,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,1291,20,64.55,56,399,0,0.5,0.9295120061967467,0,2,Medium Engagement
713,1977,Master,Married,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,442,15,29.466666666666665,37,206,0,0.75,0.665158371040724,0,2,Medium Engagement
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,1895,17,111.47058823529412,50,871,0,2.0,0.7277044854881266,0,2,Medium Engagement
3281,1960,PhD,Married,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,411,19,21.63157894736842,54,423,1,1.5,0.6642335766423357,0,2,Medium Engagement
702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,521,19,27.42105263157895,39,684,1,1.25,0.47024952015355087,0,2,Medium Engagement
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1168,17,68.70588235294117,45,469,1,0.25,0.752568493150685,0,2,Medium Engagement
4769,1977,Master,Together,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,493,23,21.434782608695652,37,196,1,0.875,0.973630831643002,1,2,Medium Engagement
4437,1962,Graduation,Married,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,260,12,21.666666666666668,52,616,1,1.3333333333333333,0.7846153846153846,0,2,Medium Engagement
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,46,7,6.571428571428571,32,562,1,3.0,0.717391304347826,0,0,High Engagement
10741,1951,Master,Together,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,319,16,19.9375,63,629,1,1.1666666666666667,0.890282131661442,0,2,Medium Engagement
1991,1967,Graduation,Together,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,96,7,13.714285714285714,47,347,1,2.5,0.9270833333333334,0,0,High Engagement
6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,1062,16,66.375,47,319,0,0.5,0.711864406779661,1,2,Medium Engagement
11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,232,12,19.333333333333332,62,510,1,1.0,0.5646551724137931,0,2,Medium Engagement
304,1981,Master,Single,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,76,9,8.444444444444445,33,373,1,2.3333333333333335,0.5,0,0,High Engagement
3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,54,9,6.0,37,419,1,2.6666666666666665,0.16666666666666666,0,0,High Engagement
10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,201,11,18.272727272727273,45,877,1,1.75,0.7263681592039801,0,0,High Engagement
5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,406,14,29.0,30,763,1,1.5,0.7241379310344828,0,2,Medium Engagement
5547,1982,PhD,Married,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,1919,20,95.95,32,511,0,0.42857142857142855,0.9801980198019802,2,1,Low Engagement
7822,1976,Graduation,Together,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,662,20,33.1,38,575,1,0.75,0.6797583081570997,0,2,Medium Engagement
8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,41,8,5.125,24,298,1,2.5,0.43902439024390244,0,0,High Engagement
10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,1600,14,114.28571428571429,50,358,0,0.3333333333333333,0.838125,0,2,Medium Engagement
4368,1980,Graduation,Married,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,134,8,16.75,34,393,1,2.0,0.6343283582089553,0,0,High Engagement
9671,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,69,10,6.9,46,339,1,2.6666666666666665,0.5072463768115942,1,0,High Engagement
2256,1973,Master,Married,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,21,6,3.5,41,277,1,6.0,0.9523809523809523,0,0,High Engagement
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,54,7,7.714285714285714,51,275,1,3.0,0.46296296296296297,0,0,High Engagement
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,91,8,11.375,25,267,1,2.3333333333333335,0.32967032967032966,1,0,High Engagement
9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,526,18,29.22222222222222,43,327,1,1.0,0.9163498098859315,0,2,Medium Engagement
9460,1963,Graduation,Married,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,162,8,20.25,51,622,0,2.6666666666666665,0.47530864197530864,0,0,High Engagement
9504,1949,Master,Married,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,1008,25,40.32,65,420,0,0.3333333333333333,0.6934523809523809,0,2,Medium Engagement
8692,1952,Graduation,Together,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,240,16,15.0,62,840,1,2.0,0.7791666666666667,0,2,Medium Engagement
448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,795,21,37.857142857142854,36,670,1,0.8333333333333334,0.559748427672956,0,2,Medium Engagement
8314,1982,Graduation,Married,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1772,19,93.26315789473684,32,635,0,0.4,0.7437923250564334,1,1,Low Engagement
8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,64,8,8.0,44,515,0,2.5,0.3125,0,0,High Engagement
3174,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1957,20,97.85,55,588,1,1.2,0.9090444557996934,4,1,Low Engagement
7685,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,78,7,11.142857142857142,36,478,1,2.5,0.5384615384615384,0,0,High Engagement
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,1572,19,82.73684210526316,34,563,0,0.3333333333333333,0.7563613231552163,0,2,Medium Engagement
9780,1971,Master,Together,71499.0,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,795,26,30.576923076923077,43,554,1,0.5,0.7509433962264151,0,2,Medium Engagement
10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,889,26,34.19230769230769,44,350,1,0.6666666666666666,0.4364454443194601,0,2,Medium Engagement
10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,331,15,22.066666666666666,51,421,1,1.0,0.770392749244713,0,2,Medium Engagement
4184,1950,PhD,Together,52157.0,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,265,12,22.083333333333332,64,207,1,1.3333333333333333,0.8226415094339623,0,2,Medium Engagement
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1065,19,56.05263157894737,52,756,1,2.0,0.8525821596244132,0,2,Medium Engagement
891,1951,Master,Together,29298.0,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,11,4,2.75,63,480,1,5.0,0.7272727272727273,0,0,High Engagement
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,21,4,5.25,35,544,1,6.0,0.8095238095238095,0,0,High Engagement
3525,1970,Graduation,Together,38200.0,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,17,4,4.25,44,754,1,7.0,0.9411764705882353,0,0,High Engagement
6818,1974,Graduation,Married,44989.0,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,369,16,23.0625,40,840,1,1.2,0.5528455284552846,0,2,Medium Engagement
